customer_id,day_of_week,time_of_day,location,weather,payment_method,zone_type,gender,trip_type,avg_trips_per_week,avg_estimated_price,avg_spent_per_week,last_trip_days_ago,tenure_days,churn_prob,churn
CUST02323,Thursday,Morning,Mumbai,Clear,Card,Residential,Female,Auto,5.5,30,112.06,14,92,0.274261273,1
CUST02324,Wednesday,Morning,Ahmedabad,Rainy,Card,Commercial,Female,Taxi,0,98.63,20.99,6,102,0.440188161,0
CUST02325,Saturday,Morning,Hyderabad,Clear,UPI,Commercial,Female,Auto,5.89,40.17,242.8,6,570,0.033854106,0
CUST02326,Sunday,Afternoon,Bangalore,Foggy,Cash,Commercial,Female,Auto,1.38,30,73.67,2,109,0.252387185,0
CUST02327,Thursday,Night,Delhi,Rainy,UPI,Commercial,Male,Taxi,7.1,98.3,667.27,13,402,0.038882112,0
CUST02328,Wednesday,Afternoon,Pune,Clear,Cash,Commercial,Male,Auto,5.1,50.31,216.97,32,144,0.485797039,1
CUST02329,Thursday,Night,Chennai,Clear,UPI,Commercial,Female,Auto,7.27,30,311.5,0,185,0.015478608,0
CUST02330,Monday,Evening,Kolkata,Rainy,Cash,Residential,Female,Auto,8.72,56.79,545.42,1,36,0.015905063,0
CUST02331,Thursday,Evening,Ahmedabad,Cloudy,Cash,Residential,Female,Taxi,3.07,77.37,272.54,3,93,0.18395614,0
CUST02332,Wednesday,Afternoon,Delhi,Clear,Card,Commercial,Female,Auto,5.13,54.32,218.81,20,250,0.225917654,1
CUST02333,Sunday,Evening,Bangalore,Cloudy,Card,Mixed,Female,Taxi,2.89,66.37,199.63,19,1220,0.128917042,0
CUST02334,Monday,Night,Delhi,Clear,Cash,Commercial,Male,Taxi,5.74,70.6,450.75,0,239,0.026023647,0
CUST02335,Tuesday,Evening,Hyderabad,Clear,UPI,Commercial,Male,Taxi,3.79,66.02,284.14,1,128,0.108215526,0
CUST02336,Saturday,Afternoon,Bangalore,Clear,UPI,Mixed,Male,Auto,7.65,67,497.09,3,149,0.051717154,0
CUST02337,Sunday,Morning,Bangalore,Rainy,UPI,Residential,Male,Taxi,2.82,56.55,100.67,9,396,0.285266968,0
CUST02338,Sunday,Night,Hyderabad,Clear,Card,Mixed,Male,Auto,0.99,38,112.77,0,331,0.172092323,0
CUST02339,Sunday,Afternoon,Mumbai,Clear,UPI,Residential,Female,Auto,5.02,63.65,307.44,13,82,0.175727973,1
CUST02340,Wednesday,Morning,Kolkata,Clear,Card,Commercial,Female,Taxi,2.16,72.44,178.34,1,235,0.239831158,0
CUST02341,Friday,Afternoon,Delhi,Clear,Cash,Residential,Male,Taxi,3.57,78.43,263.1,11,556,0.181156137,0
CUST02342,Tuesday,Afternoon,Delhi,Clear,Cash,Commercial,Female,Auto,7.5,59.79,429.06,12,599,0.028020534,0
CUST02343,Thursday,Afternoon,Delhi,Clear,UPI,Commercial,Other,Taxi,4.99,73.39,351.47,2,33,0.120484808,0
CUST02344,Sunday,Night,Ahmedabad,Clear,Card,Commercial,Male,Auto,9.19,56.27,539.78,56,146,0.427949298,1
CUST02345,Wednesday,Night,Kolkata,Clear,Cash,Commercial,Male,Auto,3.77,43.58,139.91,2,967,0.034269519,0
CUST02346,Sunday,Evening,Pune,Clear,Card,Mixed,Female,Taxi,0,48.19,-41.68,5,800,0.127992469,0
CUST02347,Wednesday,Morning,Pune,Clear,Cash,Commercial,Male,Auto,9.16,54.7,503.26,6,652,0.005368507,0
CUST02348,Thursday,Afternoon,Bangalore,Clear,Card,Mixed,Male,Auto,5.94,73.11,390.72,8,410,0.088893106,0
CUST02349,Thursday,Afternoon,Pune,Clear,Cash,Commercial,Other,Auto,3.61,62.67,228.95,21,270,0.442497129,1
CUST02350,Thursday,Afternoon,Mumbai,Clear,Cash,Commercial,Female,Auto,1.57,75.71,111.16,21,53,0.667799374,1
CUST02351,Tuesday,Evening,Bangalore,Cloudy,UPI,Residential,Male,Auto,3.46,75.47,249.33,9,29,0.249361591,0
CUST02352,Wednesday,Night,Delhi,Clear,Card,Commercial,Male,Auto,5.65,64.47,332.8,7,367,0.042019066,0
CUST02353,Tuesday,Afternoon,Bangalore,Clear,Cash,Commercial,Male,Taxi,2.89,75.96,216.97,1,91,0.137505025,0
CUST02354,Wednesday,Evening,Mumbai,Clear,Cash,Commercial,Male,Taxi,2.62,105.31,295.04,1,143,0.268107468,0
CUST02355,Thursday,Afternoon,Kolkata,Cloudy,Card,Commercial,Female,Taxi,1.39,68.97,125.73,13,168,0.453887957,0
CUST02356,Monday,Evening,Delhi,Cloudy,Card,Residential,Female,Auto,4.54,50.16,132.9,14,125,0.270865419,0
CUST02357,Friday,Afternoon,Hyderabad,Rainy,Cash,Commercial,Male,Taxi,3.31,75.09,245.54,6,176,0.445870396,1
CUST02358,Wednesday,Evening,Bangalore,Clear,Cash,Residential,Female,Auto,2.57,32.49,81.05,6,30,0.35039755,0
CUST02359,Thursday,Evening,Hyderabad,Cloudy,UPI,Mixed,Male,Auto,4.38,38.35,189.61,9,70,0.148380839,0
CUST02360,Monday,Afternoon,Mumbai,Clear,Card,Residential,Female,Auto,2.69,54.22,73.63,6,326,0.296776706,1
CUST02361,Saturday,Evening,Chennai,Clear,Card,Commercial,Male,Auto,3.48,69.6,206.14,15,95,0.47029681,1
CUST02362,Monday,Evening,Mumbai,Clear,Cash,Commercial,Female,Auto,7.74,36.47,394.46,2,158,0.010385614,0
CUST02363,Wednesday,Afternoon,Mumbai,Foggy,Card,Residential,Male,Taxi,8.26,87.92,707.8,2,46,0.037003023,0
CUST02364,Wednesday,Evening,Pune,Rainy,Cash,Commercial,Male,Auto,9.63,30,369.21,22,54,0.04072989,0
CUST02365,Saturday,Night,Kolkata,Rainy,Cash,Residential,Female,Taxi,3.83,87.53,333.87,0,166,0.21244795,0
CUST02366,Saturday,Morning,Pune,Clear,Card,Commercial,Male,Auto,7.71,61.83,479.13,10,347,0.05527947,0
CUST02367,Saturday,Morning,Chennai,Clear,UPI,Commercial,Female,Auto,4.8,46.27,243.26,4,335,0.082607503,0
CUST02368,Tuesday,Night,Bangalore,Clear,Card,Residential,Male,Taxi,4.17,79.55,320.89,17,36,0.229259209,1
CUST02369,Monday,Evening,Kolkata,Rainy,Card,Residential,Male,Taxi,0.85,73.54,176.63,1,253,0.420125181,0
CUST02370,Monday,Night,Mumbai,Clear,Card,Commercial,Female,Auto,5.41,39.15,239.75,3,89,0.110948606,1
CUST02371,Saturday,Night,Hyderabad,Cloudy,UPI,Residential,Male,Taxi,5.07,63.94,253.56,3,809,0.018064993,0
CUST02372,Wednesday,Morning,Delhi,Clear,Card,Commercial,Female,Auto,2.82,33.58,94.03,18,418,0.388153253,0
CUST02373,Wednesday,Morning,Mumbai,Clear,Cash,Residential,Male,Taxi,2.61,88.39,227.45,2,83,0.144188838,1
CUST02374,Wednesday,Afternoon,Mumbai,Rainy,Cash,Commercial,Female,Auto,7.69,36.04,302.94,6,688,0.015987591,0
CUST02375,Thursday,Afternoon,Hyderabad,Rainy,Cash,Commercial,Other,Auto,3.44,40.78,123.27,1,182,0.172420595,0
CUST02376,Friday,Afternoon,Ahmedabad,Clear,Cash,Commercial,Female,Auto,6.98,45.39,290.11,16,431,0.075565434,0
CUST02377,Friday,Evening,Bangalore,Clear,Cash,Commercial,Female,Auto,3.71,30,74.88,4,818,0.097213283,0
CUST02378,Thursday,Afternoon,Mumbai,Clear,Cash,Residential,Female,Auto,0.38,41.19,43.35,14,225,0.54193334,0
CUST02379,Monday,Evening,Chennai,Clear,Card,Commercial,Female,Auto,4.65,43.51,219.41,10,415,0.079562737,0
CUST02380,Thursday,Night,Mumbai,Rainy,Cash,Residential,Female,Taxi,2.44,94.23,225,31,292,0.617644209,1
CUST02381,Wednesday,Evening,Bangalore,Cloudy,Card,Commercial,Female,Auto,0.5,71.12,38.54,2,743,0.250507263,0
CUST02382,Monday,Evening,Hyderabad,Clear,Card,Residential,Male,Auto,5.45,45.72,256.74,19,902,0.050470003,0
CUST02383,Saturday,Evening,Mumbai,Clear,Card,Mixed,Female,Taxi,3.96,71.65,222.94,6,479,0.044470754,0
CUST02384,Tuesday,Afternoon,Hyderabad,Cloudy,Card,Commercial,Male,Taxi,6,88.54,535.62,8,687,0.021872628,0
CUST02385,Wednesday,Morning,Mumbai,Clear,Cash,Residential,Male,Taxi,4.41,67.19,224.8,0,489,0.056985556,0
CUST02386,Saturday,Morning,Chennai,Cloudy,Cash,Commercial,Female,Auto,4.67,46.18,260.29,9,244,0.091607808,0
CUST02387,Thursday,Morning,Hyderabad,Rainy,UPI,Commercial,Male,Taxi,1.84,44.22,81.26,18,294,0.224485462,0
CUST02388,Wednesday,Morning,Ahmedabad,Clear,Cash,Mixed,Female,Auto,5.1,64.38,287.08,18,192,0.228945927,1
CUST02389,Thursday,Night,Chennai,Cloudy,Cash,Commercial,Female,Auto,4.56,34.67,165.06,12,198,0.107341085,0
CUST02390,Thursday,Evening,Delhi,Foggy,Cash,Residential,Male,Auto,7.78,61.04,524.77,9,892,0.014402379,0
CUST02391,Tuesday,Evening,Hyderabad,Clear,Cash,Commercial,Male,Auto,6.42,30,175.93,34,924,0.273075357,1
CUST02392,Thursday,Evening,Delhi,Cloudy,Cash,Commercial,Male,Taxi,6.67,55.34,301.97,1,120,0.029141995,0
CUST02393,Tuesday,Evening,Mumbai,Cloudy,Card,Mixed,Female,Taxi,4.14,89.24,342.89,8,33,0.223043145,0
CUST02394,Wednesday,Afternoon,Chennai,Cloudy,UPI,Residential,Male,Taxi,0.64,86.76,14.46,4,20,0.549841311,1
CUST02395,Thursday,Morning,Mumbai,Rainy,Card,Residential,Female,Auto,5.61,65.35,344.58,12,226,0.05279937,0
CUST02396,Saturday,Night,Delhi,Clear,UPI,Residential,Female,Auto,6.52,38.32,173.51,2,139,0.017119656,0
CUST02397,Sunday,Evening,Pune,Clear,Card,Commercial,Male,Auto,4.03,54.19,193.42,3,404,0.047412229,0
CUST02398,Wednesday,Evening,Bangalore,Foggy,Cash,Residential,Male,Auto,2.82,30,28.87,2,963,0.04681275,0
CUST02399,Saturday,Night,Delhi,Clear,Cash,Commercial,Male,Taxi,7.05,81.31,640.37,23,493,0.177106545,0
CUST02400,Thursday,Night,Pune,Rainy,Cash,Residential,Female,Auto,9.85,30,291.06,13,84,0.042222012,0
CUST02401,Wednesday,Morning,Chennai,Foggy,Card,Mixed,Female,Auto,4.15,30,59.5,0,315,0.062346539,0
CUST02402,Friday,Morning,Chennai,Clear,UPI,Mixed,Female,Auto,2.52,56.75,137.5,3,37,0.201737169,0
CUST02403,Thursday,Afternoon,Ahmedabad,Clear,Cash,Commercial,Female,Taxi,2.5,75.53,220.36,2,147,0.163043087,0
CUST02404,Thursday,Night,Chennai,Rainy,UPI,Commercial,Male,Taxi,2.11,124.49,237.09,13,139,0.21288305,0
CUST02405,Saturday,Morning,Pune,Rainy,Cash,Mixed,Male,Taxi,2.12,72.16,265.78,8,473,0.134549392,0
CUST02406,Thursday,Evening,Ahmedabad,Clear,Cash,Commercial,Male,Taxi,2.01,71.12,110.39,1,364,0.220813413,0
CUST02407,Friday,Afternoon,Ahmedabad,Foggy,Cash,Residential,Female,Taxi,1.61,83.15,140.14,12,28,0.491906007,0
CUST02408,Saturday,Night,Hyderabad,Clear,UPI,Commercial,Male,Taxi,3.95,78.52,286.85,11,89,0.198150474,0
CUST02409,Tuesday,Morning,Kolkata,Foggy,Cash,Residential,Female,Auto,5.42,51.09,341.49,8,132,0.152440519,0
CUST02410,Sunday,Night,Pune,Cloudy,Cash,Commercial,Female,Taxi,5.26,82.02,436.99,1,30,0.04682447,0
CUST02411,Wednesday,Night,Kolkata,Cloudy,Cash,Commercial,Male,Auto,7.5,61.96,492.17,3,181,0.033928614,0
CUST02412,Tuesday,Evening,Chennai,Cloudy,Cash,Residential,Female,Auto,2.26,53.59,62.09,40,66,0.770766755,1
CUST02413,Friday,Evening,Pune,Clear,Cash,Residential,Female,Taxi,0.38,90.56,-27.49,1,386,0.418199765,0
CUST02414,Thursday,Evening,Delhi,Cloudy,Card,Commercial,Male,Auto,3.44,53.13,109.06,12,299,0.244149956,0
CUST02415,Thursday,Morning,Bangalore,Clear,Card,Commercial,Female,Auto,3.52,73.28,166.23,2,411,0.109740479,0
CUST02416,Friday,Evening,Pune,Clear,Cash,Mixed,Male,Auto,7.19,50.9,414.44,11,526,0.027684768,0
CUST02417,Tuesday,Afternoon,Chennai,Cloudy,Cash,Residential,Male,Auto,5.43,44.01,240.02,9,484,0.08340912,0
CUST02418,Thursday,Evening,Pune,Clear,Card,Commercial,Female,Auto,7.95,53.05,416.03,5,20,0.025789488,0
CUST02419,Monday,Afternoon,Mumbai,Clear,Cash,Residential,Female,Auto,5.79,53.55,311.13,10,118,0.17127053,0
CUST02420,Thursday,Morning,Pune,Cloudy,Cash,Residential,Male,Auto,1.75,30,-5.2,10,187,0.397477828,1
CUST02421,Saturday,Morning,Bangalore,Rainy,Cash,Residential,Female,Taxi,0.92,78.73,100.56,45,48,0.948506431,1
CUST02422,Thursday,Morning,Mumbai,Clear,UPI,Residential,Male,Auto,4.44,30,88.74,2,461,0.096570624,0
CUST02423,Thursday,Afternoon,Bangalore,Rainy,Cash,Residential,Female,Auto,6.35,48.29,298.21,16,200,0.081678551,0
CUST02424,Saturday,Afternoon,Delhi,Clear,Cash,Commercial,Female,Taxi,5.02,85.97,413.52,3,241,0.085847196,0
CUST02425,Monday,Morning,Ahmedabad,Clear,Cash,Mixed,Female,Auto,3.47,44.32,220.68,20,17,0.36961754,0
CUST02426,Saturday,Night,Mumbai,Clear,UPI,Mixed,Female,Taxi,0.13,57.39,12.51,4,81,0.340597327,1
CUST02427,Monday,Night,Chennai,Clear,Card,Commercial,Female,Auto,7.22,46.17,271.6,3,29,0.055723926,0
CUST02428,Sunday,Morning,Chennai,Clear,Card,Commercial,Female,Auto,4.37,39.23,170.02,4,375,0.227047838,0
CUST02429,Wednesday,Night,Kolkata,Clear,Cash,Residential,Female,Auto,9.63,39.66,385.28,6,153,0.012495404,0
CUST02430,Tuesday,Afternoon,Pune,Clear,UPI,Residential,Female,Taxi,3.52,102.08,392.46,3,770,0.057665876,0
CUST02431,Saturday,Evening,Delhi,Rainy,UPI,Mixed,Female,Taxi,2.48,68.62,67.9,23,131,0.685363201,0
CUST02432,Saturday,Night,Ahmedabad,Cloudy,Cash,Mixed,Female,Auto,4.11,57.66,287.34,4,46,0.096027524,1
CUST02433,Tuesday,Night,Mumbai,Clear,Card,Commercial,Male,Auto,9.56,33.35,256.45,14,1481,0.001850047,0
CUST02434,Saturday,Evening,Kolkata,Rainy,Card,Residential,Female,Auto,9.95,50.83,571.22,13,653,0.014182533,0
CUST02435,Wednesday,Evening,Ahmedabad,Clear,UPI,Residential,Male,Auto,7.18,35.12,293.12,5,303,0.046860458,0
CUST02436,Tuesday,Morning,Pune,Clear,Cash,Residential,Male,Auto,1.24,72.9,54.96,4,161,0.383012032,0
CUST02437,Thursday,Morning,Ahmedabad,Clear,Card,Mixed,Male,Auto,8.73,39.93,365.7,5,36,0.013557466,0
CUST02438,Sunday,Evening,Pune,Rainy,Card,Residential,Female,Auto,1.43,61.19,183.39,2,46,0.285979577,1
CUST02439,Thursday,Morning,Mumbai,Rainy,Cash,Mixed,Male,Auto,3.47,45.35,202.72,55,239,0.893080379,1
CUST02440,Friday,Night,Bangalore,Clear,UPI,Residential,Female,Auto,10.11,56.2,601.67,1,59,0.002056985,0
CUST02441,Sunday,Morning,Pune,Cloudy,UPI,Commercial,Male,Auto,5.52,47.71,257.93,9,418,0.101113171,0
CUST02442,Wednesday,Afternoon,Kolkata,Clear,Card,Mixed,Male,Auto,6.89,50.09,371.91,1,14,0.080245146,0
CUST02443,Saturday,Afternoon,Pune,Clear,Card,Residential,Other,Auto,1.54,42.56,105.06,17,271,0.712613968,0
CUST02444,Tuesday,Night,Chennai,Clear,Cash,Commercial,Female,Auto,4.62,79.48,458.63,4,74,0.188966374,0
CUST02445,Wednesday,Morning,Pune,Cloudy,Cash,Commercial,Female,Auto,4.9,39.49,125.52,18,69,0.335817687,0
CUST02446,Saturday,Afternoon,Pune,Cloudy,Cash,Residential,Female,Auto,3.24,65.11,199.2,29,115,0.68461437,1
CUST02447,Tuesday,Night,Bangalore,Rainy,Card,Commercial,Other,Auto,9.18,68.39,569.68,0,241,0.007995999,0
CUST02448,Tuesday,Morning,Chennai,Clear,Cash,Commercial,Female,Taxi,8.22,94.95,785.39,6,125,0.016324625,0
CUST02449,Wednesday,Night,Hyderabad,Clear,UPI,Commercial,Male,Auto,6.37,60.22,373.56,13,11,0.150104234,0
CUST02450,Monday,Night,Ahmedabad,Clear,Card,Residential,Other,Auto,3.44,71.13,132.2,42,163,0.684626283,1
CUST02451,Wednesday,Morning,Hyderabad,Clear,Cash,Residential,Female,Taxi,3.51,83.89,323.46,9,101,0.192766024,0
CUST02452,Wednesday,Evening,Kolkata,Cloudy,Card,Commercial,Male,Taxi,5.25,73.74,391.9,0,287,0.131293042,0
CUST02453,Friday,Evening,Kolkata,Cloudy,Card,Residential,Female,Auto,1.08,45.93,32.95,4,223,0.284976713,1
CUST02454,Monday,Afternoon,Hyderabad,Rainy,Card,Residential,Female,Auto,3.24,37.18,140.29,16,108,0.417499188,1
CUST02455,Monday,Morning,Chennai,Clear,UPI,Residential,Male,Auto,4.73,49.53,240.17,2,147,0.046652069,1
CUST02456,Wednesday,Afternoon,Mumbai,Clear,Cash,Residential,Male,Auto,2.83,65.79,160.65,0,38,0.154610783,0
CUST02457,Sunday,Morning,Ahmedabad,Cloudy,Card,Residential,Male,Taxi,6.83,74.15,540.22,21,213,0.072153496,0
CUST02458,Wednesday,Evening,Delhi,Clear,Card,Commercial,Female,Auto,3.25,59.75,168.24,2,182,0.157926186,0
CUST02459,Friday,Morning,Chennai,Clear,Cash,Commercial,Female,Auto,8.91,59.21,438.99,17,64,0.035571278,0
CUST02460,Friday,Morning,Hyderabad,Clear,Card,Commercial,Female,Taxi,5.84,65.43,384.31,1,98,0.051717913,0
CUST02461,Sunday,Morning,Delhi,Clear,UPI,Mixed,Male,Auto,11.3,59.57,600.61,10,114,0.007977074,0
CUST02462,Thursday,Evening,Kolkata,Cloudy,Card,Residential,Other,Auto,4.51,63.44,264.12,0,439,0.048965356,0
CUST02463,Wednesday,Night,Ahmedabad,Cloudy,Card,Residential,Other,Auto,1.92,47.17,175.48,10,334,0.158957813,0
CUST02464,Thursday,Night,Hyderabad,Rainy,Cash,Commercial,Female,Auto,5.89,35.61,281.38,17,72,0.0915652,0
CUST02465,Thursday,Evening,Pune,Clear,Card,Residential,Female,Auto,2.8,50.6,42.15,8,101,0.416294127,0
CUST02466,Tuesday,Afternoon,Mumbai,Clear,Cash,Residential,Female,Auto,4.96,43.46,193.79,16,167,0.167568543,0
CUST02467,Tuesday,Morning,Delhi,Clear,UPI,Commercial,Male,Taxi,1.88,71.7,106.05,3,118,0.329757059,0
CUST02468,Saturday,Evening,Ahmedabad,Clear,Card,Mixed,Female,Auto,5.25,30,113.67,32,157,0.49582486,0
CUST02469,Wednesday,Morning,Hyderabad,Clear,UPI,Residential,Male,Auto,5.36,30,38.26,4,85,0.123495123,1
CUST02470,Wednesday,Morning,Ahmedabad,Clear,Cash,Commercial,Male,Taxi,3.06,45.02,104.19,19,299,0.232607448,1
CUST02471,Thursday,Evening,Mumbai,Clear,Cash,Residential,Male,Auto,7.36,38.51,272.99,1,924,0.002609554,0
CUST02472,Sunday,Afternoon,Hyderabad,Cloudy,Card,Commercial,Female,Auto,1.6,55.94,83.58,11,804,0.155018552,0
CUST02473,Monday,Morning,Bangalore,Cloudy,Card,Residential,Male,Auto,4.62,61.95,250.63,1,266,0.078063163,0
CUST02474,Saturday,Night,Mumbai,Clear,UPI,Residential,Male,Auto,4.11,55.47,152.28,6,449,0.182138001,0
CUST02475,Monday,Night,Chennai,Clear,UPI,Commercial,Male,Auto,3.94,56.84,264.43,3,180,0.282419131,0
CUST02476,Friday,Afternoon,Delhi,Foggy,Card,Commercial,Male,Auto,3.33,80.77,243.17,20,359,0.343914343,0
CUST02477,Tuesday,Morning,Kolkata,Clear,Cash,Commercial,Male,Taxi,0.27,93.72,-42.74,14,615,0.429154166,1
CUST02478,Thursday,Afternoon,Pune,Rainy,Card,Residential,Male,Taxi,1.55,87.2,189.41,5,202,0.303022285,0
CUST02479,Sunday,Afternoon,Hyderabad,Clear,Cash,Residential,Female,Auto,5.54,73.33,440.08,16,126,0.149003019,1
CUST02480,Saturday,Night,Delhi,Cloudy,Cash,Residential,Female,Auto,5.93,50.4,298.33,8,35,0.079180428,0
CUST02481,Sunday,Morning,Ahmedabad,Clear,Cash,Residential,Female,Auto,6.8,43.8,240.26,1,416,0.048578933,0
CUST02482,Saturday,Morning,Chennai,Clear,Card,Residential,Male,Taxi,5.25,77.61,400.4,10,42,0.116938506,0
CUST02483,Friday,Evening,Ahmedabad,Rainy,Card,Commercial,Other,Taxi,1.65,86.86,209.52,4,130,0.352393382,1
CUST02484,Tuesday,Evening,Delhi,Rainy,Cash,Commercial,Male,Taxi,2.21,62.84,99.76,1,130,0.280830948,1
CUST02485,Saturday,Afternoon,Mumbai,Cloudy,Card,Commercial,Female,Auto,2.03,30,-6.03,0,381,0.064973123,0
CUST02486,Monday,Afternoon,Pune,Clear,Cash,Commercial,Female,Auto,2.72,49.47,109.85,10,194,0.209234772,1
CUST02487,Tuesday,Evening,Mumbai,Clear,UPI,Residential,Male,Auto,6.14,47.61,352.26,3,562,0.029931018,0
CUST02488,Wednesday,Afternoon,Ahmedabad,Clear,Card,Residential,Male,Auto,1.71,38.02,68.37,4,768,0.211405179,0
CUST02489,Friday,Morning,Bangalore,Cloudy,Cash,Commercial,Male,Auto,7.58,62.83,507.78,12,217,0.049060474,0
CUST02490,Tuesday,Night,Pune,Rainy,Card,Commercial,Male,Taxi,5.9,62.88,362.29,1,48,0.088246947,0
CUST02491,Tuesday,Night,Pune,Clear,Cash,Residential,Female,Auto,8.14,74.09,557.15,16,161,0.02959264,0
CUST02492,Thursday,Morning,Bangalore,Cloudy,Cash,Commercial,Male,Auto,5.64,56.55,260.61,16,390,0.110845499,0
CUST02493,Monday,Morning,Hyderabad,Cloudy,Cash,Mixed,Male,Auto,6.68,54.12,425.02,0,418,0.011655416,0
CUST02494,Wednesday,Morning,Hyderabad,Clear,Card,Commercial,Female,Auto,4.9,30,117.58,4,50,0.193219366,0
CUST02495,Saturday,Evening,Hyderabad,Clear,Cash,Residential,Female,Auto,0.86,59.21,-20.85,13,101,0.619455885,1
CUST02496,Wednesday,Afternoon,Bangalore,Clear,Cash,Mixed,Male,Taxi,7.28,75.72,519.97,1,332,0.044052048,0
CUST02497,Tuesday,Morning,Kolkata,Clear,Card,Commercial,Female,Taxi,3.56,67.39,342.38,6,217,0.153124896,0
CUST02498,Tuesday,Evening,Hyderabad,Cloudy,UPI,Residential,Male,Auto,9.93,43.28,453.97,14,388,0.007171155,0
CUST02499,Sunday,Evening,Ahmedabad,Cloudy,Cash,Residential,Female,Auto,0.73,65.25,-3.12,8,915,0.211816681,0
CUST02500,Monday,Afternoon,Mumbai,Clear,Cash,Residential,Male,Auto,0,44.14,-84.68,5,172,0.485499586,1
CUST02501,Tuesday,Evening,Delhi,Clear,UPI,Mixed,Male,Auto,2.22,43.97,53.32,10,170,0.493907547,1
CUST02502,Monday,Afternoon,Pune,Clear,UPI,Residential,Female,Auto,4.76,40.78,157.83,2,76,0.086523587,0
CUST02503,Monday,Evening,Chennai,Cloudy,Card,Mixed,Female,Auto,4.13,66.27,393,3,36,0.231342944,1
CUST02504,Friday,Night,Kolkata,Foggy,Cash,Residential,Female,Auto,7.25,44.2,306.05,5,98,0.024949808,0
CUST02505,Thursday,Afternoon,Bangalore,Cloudy,Cash,Commercial,Female,Auto,2.9,32.9,31.62,11,58,0.561997136,1
CUST02506,Wednesday,Evening,Kolkata,Cloudy,Card,Commercial,Male,Auto,7.91,30.36,238.9,3,400,0.009969823,0
CUST02507,Thursday,Night,Bangalore,Clear,Card,Commercial,Female,Auto,3.95,63.23,156.08,27,62,0.429730231,1
CUST02508,Sunday,Evening,Bangalore,Clear,Cash,Residential,Female,Taxi,0.58,71.96,45.44,17,633,0.516768296,0
CUST02509,Saturday,Morning,Ahmedabad,Clear,Cash,Mixed,Female,Auto,8.63,63.84,625.44,9,700,0.024226413,0
CUST02510,Thursday,Night,Bangalore,Foggy,Card,Mixed,Male,Auto,4.6,60.11,289.42,11,81,0.198104754,0
CUST02511,Saturday,Afternoon,Hyderabad,Clear,UPI,Residential,Male,Auto,3.66,38.99,92.04,18,96,0.248062487,0
CUST02512,Tuesday,Morning,Delhi,Clear,Cash,Residential,Female,Auto,9.32,68.77,647.99,1,194,0.003073434,0
CUST02513,Thursday,Evening,Mumbai,Clear,Cash,Residential,Female,Auto,7.56,61.43,513.79,3,124,0.046587751,0
CUST02514,Sunday,Evening,Pune,Cloudy,Card,Mixed,Female,Taxi,0,113.93,-13.67,3,200,0.674481178,0
CUST02515,Friday,Morning,Chennai,Clear,Cash,Commercial,Male,Auto,2.76,67.97,66.72,37,275,0.817081373,0
CUST02516,Wednesday,Morning,Hyderabad,Cloudy,Card,Residential,Female,Taxi,0,96.53,-90.16,10,259,0.60762054,0
CUST02517,Friday,Evening,Hyderabad,Rainy,Cash,Mixed,Male,Taxi,4.71,80.15,372.54,20,78,0.21188159,0
CUST02518,Wednesday,Evening,Kolkata,Cloudy,Card,Commercial,Male,Auto,3.22,38.66,118.29,8,133,0.315354591,0
CUST02519,Tuesday,Morning,Chennai,Clear,Cash,Residential,Male,Auto,5.58,62,372.94,2,56,0.089384029,0
CUST02520,Wednesday,Afternoon,Hyderabad,Clear,Cash,Commercial,Male,Auto,2.13,70.88,82.51,1,510,0.306823775,0
CUST02521,Saturday,Evening,Chennai,Clear,Card,Residential,Male,Taxi,1.41,107.07,251.17,3,498,0.220641108,0
CUST02522,Sunday,Night,Ahmedabad,Clear,Card,Residential,Male,Auto,5.63,39.4,170.18,22,452,0.220509901,0
CUST02523,Tuesday,Afternoon,Hyderabad,Clear,Cash,Commercial,Female,Taxi,2.45,77.42,141.89,13,286,0.317965738,0
CUST02524,Saturday,Night,Delhi,Clear,Cash,Mixed,Other,Auto,0.93,56.8,98.12,14,1075,0.113719588,0
CUST02525,Saturday,Morning,Kolkata,Rainy,Card,Commercial,Male,Taxi,2.95,109.62,359.98,14,56,0.351677692,1
CUST02526,Wednesday,Morning,Hyderabad,Clear,UPI,Residential,Other,Auto,3.79,50.35,180.7,2,261,0.038855111,1
CUST02527,Monday,Morning,Kolkata,Clear,Card,Commercial,Male,Auto,2.13,45.46,145.15,35,105,0.788051976,1
CUST02528,Tuesday,Evening,Kolkata,Clear,Cash,Mixed,Male,Taxi,3.08,89.83,303.88,21,139,0.47311215,0
CUST02529,Monday,Evening,Chennai,Clear,Cash,Commercial,Female,Auto,5.54,30,153.38,16,37,0.178967055,0
CUST02530,Monday,Morning,Pune,Rainy,Cash,Residential,Male,Auto,3.71,54.5,168.73,6,124,0.227380506,0
CUST02531,Wednesday,Evening,Mumbai,Rainy,Card,Commercial,Female,Auto,1.93,51.49,193.5,7,490,0.301929619,0
CUST02532,Monday,Morning,Kolkata,Foggy,Cash,Residential,Male,Auto,6.4,56.22,363.94,19,440,0.088692646,1
CUST02533,Friday,Afternoon,Kolkata,Rainy,Cash,Residential,Female,Auto,3.68,30,56.39,19,74,0.421914557,1
CUST02534,Sunday,Afternoon,Pune,Clear,Cash,Residential,Male,Auto,0.54,42.16,24.2,15,155,0.594597609,1
CUST02535,Tuesday,Evening,Chennai,Clear,Cash,Residential,Male,Auto,6.23,30,192.48,13,451,0.061505077,0
